TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,FLAG,FOOTNOTE_ID_LIST,STATE_FIPS
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,1990,2,3.2,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2000,3,2.7,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2009,4,2.2,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2010,5,2.2,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2014,6,2,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2015,7,2,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2016,8,2,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2017,9,2.1,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2018,10,1.9,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2019,11,1.9,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Idaho,13,13,"Beds per 1,000 resident population",1,2020,12,1.9,,,"FN0466,NT0064,SC0056,NT9999",16
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,1980,1,5.1,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,1990,2,4,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2000,3,3,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2009,4,2.6,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2010,5,2.6,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2014,6,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2015,7,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2016,8,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2017,9,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2018,10,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2019,11,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Illinois,14,14,"Beds per 1,000 resident population",1,2020,12,2.5,,,"FN0466,NT0064,SC0056,NT9999",17
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,1980,1,4.5,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,1990,2,3.9,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2000,3,3.2,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2009,4,2.7,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2010,5,2.8,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2014,6,2.6,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2015,7,2.6,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2016,8,2.7,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2017,9,2.7,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2018,10,2.7,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2019,11,2.7,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Indiana,15,15,"Beds per 1,000 resident population",1,2020,12,2.7,,,"FN0466,NT0064,SC0056,NT9999",18
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,1980,1,5.7,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,1990,2,5.1,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2000,3,4,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2009,4,3.4,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2010,5,3.3,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2014,6,3.1,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2015,7,3.1,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2016,8,3,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2017,9,3,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2018,10,3,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2019,11,3,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Iowa,16,16,"Beds per 1,000 resident population",1,2020,12,2.9,,,"FN0466,NT0064,SC0056,NT9999",19
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,1980,1,5.8,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,1990,2,4.8,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2000,3,4,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2009,4,3.6,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2010,5,3.5,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2014,6,3.5,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2015,7,3.4,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2016,8,3.4,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2017,9,3.4,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2018,10,3.3,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2019,11,3.3,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kansas,17,17,"Beds per 1,000 resident population",1,2020,12,3.2,,,"FN0466,NT0064,SC0056,NT9999",20
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,1980,1,4.5,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,1990,2,4.3,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2000,3,3.7,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2009,4,3.3,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2010,5,3.3,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2014,6,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2015,7,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2016,8,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2017,9,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2018,10,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2019,11,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Kentucky,18,18,"Beds per 1,000 resident population",1,2020,12,3.2,,,"FN0466,NT0064,SC0056,NT9999",21
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,1980,1,4.8,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,1990,2,4.6,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2000,3,3.9,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2009,4,3.5,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2010,5,3.4,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2014,6,3.2,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2015,7,3,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2016,8,3.3,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2017,9,3.3,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2018,10,3.3,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2019,11,3.3,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Louisiana,19,19,"Beds per 1,000 resident population",1,2020,12,3.2,,,"FN0466,NT0064,SC0056,NT9999",22
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,1980,1,4.7,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,1990,2,3.7,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2000,3,2.9,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2009,4,2.7,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2010,5,2.7,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2014,6,2.5,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2015,7,2.6,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2016,8,2.6,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2017,9,2.6,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2018,10,2.5,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2019,11,2.6,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maine,20,20,"Beds per 1,000 resident population",1,2020,12,2.6,,,"FN0466,NT0064,SC0056,NT9999",23
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,1980,1,3.6,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,1990,2,2.8,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2000,3,2.1,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2009,4,2.1,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2010,5,2,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2014,6,2,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2015,7,2,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2016,8,1.9,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2017,9,1.9,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2018,10,1.9,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2019,11,1.8,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Maryland,21,21,"Beds per 1,000 resident population",1,2020,12,1.9,,,"FN0466,NT0064,SC0056,NT9999",24
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,1980,1,4.4,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,1990,2,3.6,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2000,3,2.6,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2009,4,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2010,5,2.4,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2014,6,2.4,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2015,7,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2016,8,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2017,9,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2018,10,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2019,11,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Massachusetts,22,22,"Beds per 1,000 resident population",1,2020,12,2.3,,,"FN0466,NT0064,SC0056,NT9999",25
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,1980,1,4.4,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,1990,2,3.7,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2000,3,2.6,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2009,4,2.6,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2010,5,2.6,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2014,6,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2015,7,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2016,8,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2017,9,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2018,10,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2019,11,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Michigan,23,23,"Beds per 1,000 resident population",1,2020,12,2.5,,,"FN0466,NT0064,SC0056,NT9999",26
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,1980,1,5.7,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,1990,2,4.4,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2000,3,3.4,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2009,4,3,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2010,5,2.9,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2014,6,2.7,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2015,7,2.6,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2016,8,2.6,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2017,9,2.5,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2018,10,2.5,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2019,11,2.5,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Minnesota,24,24,"Beds per 1,000 resident population",1,2020,12,2.4,,,"FN0466,NT0064,SC0056,NT9999",27
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,1980,1,5.3,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,1990,2,5,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2000,3,4.8,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2009,4,4.4,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2010,5,4.4,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2014,6,4.2,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2015,7,4.1,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2016,8,4.1,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2017,9,4.1,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2018,10,4,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2019,11,3.9,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Mississippi,25,25,"Beds per 1,000 resident population",1,2020,12,4,,,"FN0466,NT0064,SC0056,NT9999",28
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,1980,1,5.7,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,1990,2,4.8,,,"FN0466,NT0064,SC0056,NT9999",29
Community hospital beds,,,Geographic Characteristic,2,State,1,1,Missouri,26,26,"Beds per 1,000 resident population",1,2000,3,3.6,,,"FN0466,NT0064,SC0056,NT9999",29
